district,cis_mean,adult_child_ratio,enrol_mean,enrol_std,enrol_max,child_enrol_mean,adult_enrol_mean,momentum,coverage_gap,update_lag,num_pincodes,enrol_per_day,state,enrol_volatility,child_proportion,zero_cis_flag,negative_momentum_flag,state_avg_cis,relative_to_state,high_risk,predicted_risk,risk_probability,risk_score,risk_category
Vizianagaram,0.16177777777777777,4.974444444444444,428.44444444444446,532.2687552146732,1294.0,428.1111111111111,0.3333333333333333,0.28555555555555556,0.30066666666666664,15099.511777777778,28.333333333333332,0.02620855522222222,Andhra Pradesh,1.2394356525050605,0.996895213454075,0,0,0.21832202218585198,-0.05654424440807421,1,1,0.9980408785834434,99.8,🔴 CRITICAL
Puttenahalli,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Karnataka,,0.0,1,0,0.3168469658119658,-0.3168469658119658,1,1,0.9981919241031805,99.8,🔴 CRITICAL
Solan,0.23944444444444446,1.9377777777777778,130.66666666666666,162.9823610087914,385.0,130.0,0.6666666666666666,0.28744444444444445,0.24155555555555555,2404.841888888889,11.666666666666666,0.02585220688888889,Himachal Pradesh,1.2378407165224665,0.9873417721518988,0,0,0.2746982905982906,-0.035253846153846136,1,1,0.9969604409014978,99.7,🔴 CRITICAL
Mamit,0.21133333333333335,1.4896666666666667,19.0,24.60182920028509,55.0,18.666666666666668,0.3333333333333333,0.26055555555555554,0.5926666666666667,1154.1027777777776,2.111111111111111,0.029739912888888886,Mizoram,1.2300914600142545,0.9333333333333333,0,0,0.3396689814814815,-0.12833564814814816,1,1,0.9974127426634446,99.7,🔴 CRITICAL
Puducherry,0.16933333333333334,3.777222222222222,147.77777777777777,186.48242395583677,442.0,144.22222222222223,3.5555555555555554,0.28355555555555556,1.4603333333333335,2183.7,11.222222222222221,0.024207595777777775,Puducherry,1.2534292872311659,0.9693801344286782,0,0,0.3296393086080586,-0.1603059752747253,1,1,0.9969000091920003,99.7,🔴 CRITICAL
Bellary,0.2793333333333334,1.7925555555555555,468.8888888888889,614.5960959126825,1692.0,468.77777777777777,0.1111111111111111,0.2808888888888889,0.5495555555555556,5481.651555555556,19.0,0.039506348,Karnataka,1.307960478414316,0.9976353747930953,0,0,0.3168469658119658,-0.03751363247863243,1,1,0.9971376571757429,99.7,🔴 CRITICAL
Karnal,0.26844444444444443,4.661444444444445,449.77777777777777,552.9090743010504,1352.0,448.8888888888889,0.8888888888888888,0.2952222222222222,0.2841111111111111,9892.044333333333,6.666666666666667,0.07264814222222221,Haryana,1.2265668397114748,0.9958097116095638,0,0,0.3328552469135802,-0.06441080246913578,1,1,0.9970814400559246,99.7,🔴 CRITICAL
Alappuzha,0.2571111111111111,3.876222222222222,395.44444444444446,483.04971563781896,1063.0,380.8888888888889,14.555555555555555,0.2928888888888889,0.756,6802.336888888889,49.22222222222222,0.02047422888888889,Kerala,1.218455000207503,0.9607623318385651,0,0,0.32405925925925927,-0.06694814814814815,1,1,0.997100583460428,99.7,🔴 CRITICAL
Annamayya,0.14666666666666664,4.357555555555555,113.44444444444444,138.67057286164854,306.0,101.77777777777777,11.666666666666666,0.309,-0.25477777777777777,2899.8985555555555,19.11111111111111,0.02032026,Andhra Pradesh,1.2116846172377056,0.8893203883495145,0,0,0.21832202218585198,-0.07165535551918534,1,1,0.9969953202858206,99.7,🔴 CRITICAL
Jhajjar,0.2963,4.213500000000001,262.5,350.0642004610646,842.0,261.5,1.0,0.25670000000000004,0.3999,5271.9708,8.1,0.045790733,Haryana,1.3285168897953117,0.9924098671726755,0,0,0.3328552469135802,-0.0365552469135802,1,1,0.9966203763091207,99.7,🔴 CRITICAL
